Title,Director,Stars,IMDb-Rating,Category,Duration,Censor-board-rating,Fecha_estreno,Contiene Sexo,Recaudación(en millones de dólares)
Mou gaan dou,"AndrewLau,",", AndyLau, TonyChiu-WaiLeung, AnthonyChau-SangWong, EricTsang",8,"Action,Crime,Drama",101min,UA,28/03/1965,TRUE,"197,729"
Cat on a Hot Tin Roof,RichardBrooks,"ElizabethTaylor, PaulNewman, BurlIves, JackCarson",7.9,Drama,108min,A,14/04/1964,FALSE,"247,831"
Pather Panchali,SatyajitRay,"KanuBannerjee, KarunaBannerjee, SubirBanerjee, ChunibalaDevi",8.3,Drama,125min,U,06/08/2015,TRUE,"250,773"
Un prophète,JacquesAudiard,"TaharRahim, NielsArestrup, AdelBencherif, RedaKateb",7.8,"Crime,Drama",155min,A,12/10/1970,FALSE,"274,139"
Todo sobre mi madre,PedroAlmodóvar,"CeciliaRoth, MarisaParedes, CandelaPeña, AntoniaSanJuan",7.8,Drama,101min,R,14/10/1997,TRUE,"104,801"
The Lion in Winter,AnthonyHarvey,"""PeterOToole,"", KatharineHepburn, AnthonyHopkins, JohnCastle",7.9,"Biography,Drama,History",134min,U,13/01/1940,FALSE,"44,087"
"Aguirre, der Zorn Gottes",WernerHerzog,"KlausKinski, RuyGuerra, HelenaRojo, DelNegro",7.9,"Action,Adventure,Biography",95min,PG,22/01/1944,FALSE,"125,936"
Z,Costa-Gavras,"YvesMontand, IrenePapas, Jean-LouisTrintignant, FrançoisPérier",8.2,"Crime,Drama,Thriller",127min,PG,01/07/1991,TRUE,"151,85"
The Innocents,JackClayton,"DeborahKerr, PeterWyngarde, MegsJenkins, MichaelRedgrave",7.8,Horror,100min,A,07/10/1991,TRUE,"35,943"
Das weiße Band - Eine deutsche Kindergeschichte,MichaelHaneke,"ChristianFriedel, ErnstJacobi, LeonieBenesch, UlrichTukur",7.8,"Drama,Mystery,Thriller",144min,UA,28/03/1918,FALSE,"249,376"
Fitzcarraldo,WernerHerzog,"KlausKinski, ClaudiaCardinale, JoséLewgoy, MiguelÁngelFuentes",8,"Adventure,Drama",158min,PG,15/10/1907,FALSE,"46,06"
His Girl Friday,HowardHawks,"CaryGrant, RosalindRussell, RalphBellamy, GeneLockhart",7.8,"Comedy,Drama,Romance",92min,UA,07/09/1944,TRUE,"179,263"
The Adventures of Robin Hood,"MichaelCurtiz,",", ErrolFlynn, OliviadeHavilland, BasilRathbone, ClaudeRains",7.9,"Action,Adventure,Romance",102min,PG,15/11/1971,TRUE,"175,583"
Lilja 4-ever,LukasMoodysson,"OksanaAkinshina, ArtyomBogucharskiy, PavelPonomaryov, LyubovAgapova",7.8,"Crime,Drama",109min,R,24/01/1991,TRUE,"28,333"
Drishyam,NishikantKamat,"AjayDevgn, ShriyaSaran, Tabu, RajatKapoor",8.2,"Crime,Drama,Mystery",163min,UA,30/07/2018,TRUE,"56,971"
Il conformista,BernardoBertolucci,"Jean-LouisTrintignant, StefaniaSandrelli, GastoneMoschin, EnzoTarascio",7.9,Drama,113min,UA,12/08/2018,TRUE,"200,277"
The Man Who Would Be King,JohnHuston,"SeanConnery, MichaelCaine, ChristopherPlummer, SaeedJaffrey",7.8,"Adventure,History,War",129min,U,04/05/1928,TRUE,"223,827"
All Quiet on the Western Front,LewisMilestone,"LewAyres, LouisWolheim, JohnWray, ArnoldLucy",8.1,"Drama,War",152min,U,06/10/1964,FALSE,"6,813"
Le salaire de la peur,Henri-GeorgesClouzot,"YvesMontand, CharlesVanel, PetervanEyck, FolcoLulli",8.2,"Adventure,Drama,Thriller",131min,U,11/09/1939,FALSE,"137,987"
Under sandet,MartinZandvliet,"RolandMøller, LouisHofmann, JoelBasman, MikkelBoeFølsgaard",7.8,"Drama,History,War",100min,R,08/04/2014,FALSE,"20,599"
Ayla: The Daughter of War,"CanUlkay,",", ÇetinTekindor, IsmailHacioglu, Kyung-jinLee, KimSeol",8.3,"Biography,Drama,History",125min,UA,15/09/1939,FALSE,"210,667"
Leviafan,AndreyZvyagintsev,"AlekseySerebryakov, ElenaLyadova, RomanMadyanov, VladimirVdovichenkov",7.6,"Crime,Drama",140min,R,18/03/2018,FALSE,"122,927"
Lagaan: Once Upon a Time in India,AshutoshGowariker,"AamirKhan, RaghuvirYadav, GracySingh, RachelShelley",8.1,"Drama,Musical,Sport",224min,U,06/04/1919,TRUE,"93,993"
Miracle on 34th Street,GeorgeSeaton,"EdmundGwenn, ""MaureenOHara,"", JohnPayne, GeneLockhart",7.9,"Comedy,Drama,Family",96min,NA,09/11/1945,FALSE,"224,312"
Amarcord,FedericoFellini,"MagaliNoël, BrunoZanin, PupellaMaggio, ArmandoBrancia",7.9,"Comedy,Drama",123min,NA,15/08/1986,TRUE,"273,4"
Arsenic and Old Lace,FrankCapra,"CaryGrant, PriscillaLane, RaymondMassey, JackCarson",7.9,"Comedy,Crime,Thriller",118min,NA,30/11/2002,TRUE,"48,154"
In Cold Blood,RichardBrooks,"RobertBlake, ScottWilson, JohnForsythe, PaulStewart",7.9,"Biography,Crime,Drama",134min,NA,22/03/1969,TRUE,"30,57"
Andrei Rublev,AndreiTarkovsky,"AnatoliySolonitsyn, IvanLapikov, NikolayGrinko, NikolaySergeev",8,"Biography,Drama,History",205min,NA,20/11/1951,TRUE,"226,826"
To Have and Have Not,HowardHawks,"HumphreyBogart, LaurenBacall, WalterBrennan, DoloresMoran",7.8,"Adventure,Comedy,Film-Noir",100min,PG,09/01/1987,FALSE,"148,978"
Repulsion,RomanPolanski,"CatherineDeneuve, IanHendry, JohnFraser, YvonneFurneaux",7.6,"Drama,Horror,Thriller",105min,NA,17/12/1914,TRUE,"100,892"
Il gattopardo,LuchinoVisconti,"BurtLancaster, AlainDelon, ClaudiaCardinale, PaoloStoppa",8,"Drama,History",186min,NA,26/03/1950,TRUE,"185,503"
Gully Boy,ZoyaAkhtar,"RanveerSingh, AliaBhatt, SiddhantChaturvedi, VijayRaaz",7.9,"Drama,Music,Romance",154min,UA,24/02/1928,TRUE,"95,028"
Ba wang bie ji,KaigeChen,"LeslieCheung, FengyiZhang, GongLi, YouGe",8.1,"Drama,Music,Romance",171min,R,31/12/1980,TRUE,"176,906"
The Asphalt Jungle,JohnHuston,"SterlingHayden, LouisCalhern, JeanHagen, JamesWhitmore",7.8,"Crime,Drama,Film-Noir",112min,NA,31/01/1908,TRUE,"193,522"
Song of the Sea,TommMoore,"DavidRawle, BrendanGleeson, LisaHannigan, FionnulaFlanagan",8,"Animation,Adventure,Drama",93min,PG,14/10/1990,TRUE,"228,145"
Le Samouraï,Jean-PierreMelville,"AlainDelon, FrançoisPérier, NathalieDelon, CathyRosier",8,"Crime,Drama",105min,NA,04/04/1911,TRUE,"144,577"
Ôkami kodomo no Ame to Yuki,MamoruHosoda,"AoiMiyazaki, TakaoOsawa, HaruKuroki, YukitoNishii",8.1,"Animation,Drama,Family",117min,U,30/07/1928,FALSE,"173,512"
Tropa de Elite,JoséPadilha,"WagnerMoura, AndréRamiro, CaioJunqueira, MilhemCortaz",8,"Action,Crime,Drama",115min,R,13/03/1999,FALSE,"296,053"
Omoide no Mânî,HiromasaYonebayashi,"SaraTakatsuki, KasumiArimura, NanakoMatsushima, SusumuTerajima",7.7,"Animation,Drama,Family",103min,U,27/04/1966,TRUE,"179,18"
Kaguya-hime no monogatari,IsaoTakahata,"ChloëGraceMoretz, JamesCaan, MarySteenburgen, JamesMarsden",8,"Animation,Drama,Family",137min,U,19/08/1995,FALSE,"205,923"
Hoje Eu Quero Voltar Sozinho,DanielRibeiro,"GhilhermeLobo, FabioAudi, TessAmorim, LúciaRomano",7.9,"Drama,Romance",96min,NA,01/03/2012,TRUE,"8,925"
Stalag 17,BillyWilder,"WilliamHolden, DonTaylor, OttoPreminger, RobertStrauss",8,"Comedy,Drama,War",120min,NA,03/04/1939,FALSE,"288,299"
Dersu Uzala,AkiraKurosawa,"MaksimMunzuk, YuriySolomin, MikhailBychkov, VladimirKhrulyov",8.2,"Adventure,Biography,Drama",142min,U,12/05/2017,TRUE,"131,209"
Bride of Frankenstein,JamesWhale,"BorisKarloff, ElsaLanchester, ColinClive, ValerieHobson",7.8,"Drama,Horror,Sci-Fi",75min,NA,16/02/1965,FALSE,"125,036"
The 39 Steps,AlfredHitchcock,"RobertDonat, MadeleineCarroll, LucieMannheim, GodfreyTearle",7.6,"Crime,Mystery,Thriller",86min,NA,07/12/1951,TRUE,"213,626"
Sacrifice,AndreiTarkovsky,"ErlandJosephson, SusanFleetwood, AllanEdwall, GuðrúnGísladóttir",7.9,Drama,149min,U,28/12/1971,TRUE,"195,411"
The Kid,CharlesChaplin,"CharlesChaplin, EdnaPurviance, JackieCoogan, CarlMiller",8.3,"Comedy,Drama,Family",68min,NA,23/10/1967,FALSE,"53,778"
"I, Daniel Blake",KenLoach,"DaveJohns, HayleySquires, SharonPercy, BrianaShann",7.8,Drama,100min,UA,01/02/1909,FALSE,"123,489"
Asuran,Vetrimaaran,"Dhanush, ManjuWarrier, PrakashRaj, Pasupathy",8.5,"Action,Drama",141min,UA,24/03/1993,FALSE,"143,849"
Gegen die Wand,FatihAkin,"BirolÜnel, SibelKekilli, GüvenKiraç, ZarahJaneMcKenzie",7.9,"Drama,Romance",121min,R,21/02/1991,TRUE,"241,745"
Les parapluies de Cherbourg,JacquesDemy,"CatherineDeneuve, NinoCastelnuovo, AnneVernon, MarcMichel",7.8,"Drama,Musical,Romance",91min,NA,18/02/1965,TRUE,"104,309"
My Name Is Khan,KaranJohar,"ShahRukhKhan, Kajol, SheetalMenon, KatieAmandaKeane",7.9,"Drama,Romance",165min,UA,26/11/2014,TRUE,"107,605"
Key Largo,JohnHuston,"HumphreyBogart, EdwardG.Robinson, LaurenBacall, LionelBarrymore",7.7,"Action,Crime,Drama",100min,NA,21/09/1945,TRUE,"42,13"
Tôkyô monogatari,YasujirôOzu,"ChishûRyû, ChiekoHigashiyama, SôYamamura, SetsukoHara",8.2,Drama,136min,U,12/09/1928,TRUE,"132,804"
Laura,OttoPreminger,"GeneTierney, DanaAndrews, CliftonWebb, VincentPrice",7.9,"Drama,Film-Noir,Mystery",88min,NA,24/03/1993,TRUE,"194,067"
Forushande,AsgharFarhadi,"TaranehAlidoosti, ShahabHosseini, BabakKarimi, MinaSadati",7.7,Drama,124min,UA,14/10/2003,TRUE,"145,854"
Le Petit Prince,MarkOsborne,"JeffBridges, MackenzieFoy, RachelMcAdams, MarionCotillard",7.7,"Animation,Adventure,Drama",108min,PG,31/08/1924,TRUE,"292,207"
Philomena,StephenFrears,"JudiDench, SteveCoogan, SophieKennedyClark, MareWinningham",7.6,"Biography,Comedy,Drama",98min,A,05/02/1998,TRUE,"32,693"
Le scaphandre et le papillon,JulianSchnabel,"MathieuAmalric, EmmanuelleSeigner, Marie-JoséeCroze, AnneConsigny",8,"Biography,Drama",112min,A,03/12/2004,TRUE,"4,144"
Shadow of a Doubt,AlfredHitchcock,"TeresaWright, JosephCotten, MacdonaldCarey, HenryTravers",7.8,"Film-Noir,Thriller",108min,NA,01/05/1978,FALSE,"1,619"
The Red Shoes,"MichaelPowell,",", AntonWalbrook, MariusGoring, MoiraShearer, RobertHelpmann",8.1,"Drama,Music,Romance",135min,NA,01/11/1907,TRUE,"186,433"
Mr. Smith Goes to Washington,FrankCapra,"JamesStewart, JeanArthur, ClaudeRains, EdwardArnold",8.1,"Comedy,Drama",129min,U,21/10/1944,TRUE,"86,844"
The Lost Weekend,BillyWilder,"RayMilland, JaneWyman, PhillipTerry, HowardDaSilva",7.9,"Drama,Film-Noir",101min,NA,13/10/1932,FALSE,"147,491"
Batman: Mask of the Phantasm,"KevinAltieri,","FrankPaur, DanRiba, EricRadomski, BruceTimm, , KevinConroy, DanaDelany, HartBochner, StacyKeach",7.8,"Animation,Action,Adventure",76min,PG,04/04/1950,FALSE,"296,861"
The Message,MoustaphaAkkad,"AnthonyQuinn, IrenePapas, MichaelAnsara, JohnnySekka",8.1,"Biography,Drama,History",177min,NA,13/10/1959,FALSE,"81,829"
Article 15,AnubhavSinha,"AyushmannKhurrana, Nassar, ManojPahwa, KumudMishra",8.2,"Crime,Drama,Mystery",130min,UA,28/02/1940,FALSE,"83,667"
"4 luni, 3 saptamâni si 2 zile",CristianMungiu,"AnamariaMarinca, LauraVasiliu, VladIvanov, AlexandruPotocean",7.9,Drama,113min,NA,19/01/1924,FALSE,"40,066"
Mildred Pierce,MichaelCurtiz,"JoanCrawford, JackCarson, ZacharyScott, EveArden",8,"Crime,Drama,Film-Noir",111min,NA,10/09/1943,FALSE,"250,809"
Mar adentro,AlejandroAmenábar,"JavierBardem, BelénRueda, LolaDueñas, MabelRivera",8,"Biography,Drama",126min,U,10/01/1990,FALSE,"76,69"
Red River,"HowardHawks,",", JohnWayne, MontgomeryClift, JoanneDru, WalterBrennan",7.8,"Drama,Western",133min,NA,03/04/1947,FALSE,"186,665"
Jûbê ninpûchô,YoshiakiKawajiri,"KôichiYamadera, EmiShinohara, TakeshiAono, OsamuSaka",7.8,"Animation,Action,Adventure",94min,A,24/04/2014,TRUE,"132,884"
Underground,EmirKusturica,"""PredragMikiManojlovic,"", LazarRistovski, MirjanaJokovic, SlavkoStimac",8.1,"Comedy,Drama,Fantasy",170min,NA,19/07/1938,FALSE,"67,85"
Scarface,"HowardHawks,",", PaulMuni, AnnDvorak, KarenMorley, OsgoodPerkins",7.7,"Action,Crime,Drama",93min,NA,17/05/2018,FALSE,"211,914"
Dare mo shiranai,HirokazuKoreeda,"YûyaYagira, AyuKitaura, HieiKimura, MomokoShimizu",8,Drama,141min,A,01/10/1914,FALSE,"236,238"
The Lady Vanishes,AlfredHitchcock,"MargaretLockwood, MichaelRedgrave, PaulLukas, MayWhitty",7.8,"Mystery,Thriller",96min,NA,26/02/1990,FALSE,"220,149"
A Man for All Seasons,FredZinnemann,"PaulScofield, WendyHiller, RobertShaw, LeoMcKern",7.7,"Biography,Drama,History",120min,U,03/09/2006,FALSE,"221,035"
Soorarai Pottru,SudhaKongara,"Suriya, PareshRawal, AparnaBalamurali, AchyuthKumar",8.7,Drama,153min,U,26/03/1964,FALSE,"44,507"
Sweet Smell of Success,AlexanderMackendrick,"BurtLancaster, TonyCurtis, SusanHarrison, MartinMilner",8,"Drama,Film-Noir",96min,U,10/10/1967,TRUE,"125,377"
Cowboy Bebop: Tengoku no tobira,"""ShinichirôWatanabe,""","HiroyukiOkiura, YoshiyukiTakei, , BeauBillingslea, MelissaFahn, NicholasGuest, KôichiYamadera",7.8,"Animation,Action,Crime",115min,U,29/04/1968,TRUE,"253,992"
96,C.PremKumar,"VijaySethupathi, AdithyaBhaskar, TrishaKrishnan, GouriKishan",8.4,"Drama,Romance",158min,U,16/11/1900,TRUE,"113,81"
Tam e guilass,AbbasKiarostami,"HomayounErshadi, AbdolrahmanBagheri, AfshinKhorshidBakhtiari, SafarAliMoradi",7.7,Drama,95min,NA,04/10/1997,TRUE,"182,669"
Persepolis,"VincentParonnaud,",", ChiaraMastroianni, CatherineDeneuve, GenaRowlands, DanielleDarrieux",8,"Animation,Biography,Drama",96min,NA,25/03/1933,FALSE,"191,088"
Ondskan,MikaelHåfström,"AndreasWilson, HenrikLundström, GustafSkarsgård, LindaZilliacus",7.7,Drama,113min,NA,31/12/1975,FALSE,"7,654"
Harvey,HenryKoster,"JamesStewart, WallaceFord, WilliamH.Lynn, VictoriaHorne",7.9,"Comedy,Drama,Fantasy",104min,NA,27/10/1968,TRUE,"68,664"
Frost/Nixon,RonHoward,"FrankLangella, MichaelSheen, KevinBacon, SamRockwell",7.7,"Biography,Drama,History",122min,U,01/11/1949,FALSE,"290,267"
Das Experiment,OliverHirschbiegel,"MoritzBleibtreu, ChristianBerkel, OliverStokowski, WotanWilkeMöhring",7.7,"Drama,Thriller",120min,R,17/08/1994,TRUE,"149,14"
La passion de Jeanne dArc,CarlTheodorDreyer,"MariaFalconetti, EugeneSilvain, AndréBerley, MauriceSchutz",8.2,"Biography,Drama,History",110min,NA,27/07/1912,FALSE,"189,256"
The Station Agent,TomMcCarthy,"PeterDinklage, PatriciaClarkson, BobbyCannavale, PaulBenjamin",7.6,"Comedy,Drama",89min,R,20/01/1951,TRUE,"232,802"
The General,"ClydeBruckman,",", BusterKeaton, MarionMack, GlenCavender, JimFarley",8.2,"Action,Adventure,Comedy",67min,NA,24/04/1961,TRUE,"178,377"
Kakushi-toride no san-akunin,AkiraKurosawa,"ToshirôMifune, MisaUehara, MinoruChiaki, KamatariFujiwara",8.1,"Action,Adventure,Drama",139min,NA,13/05/2019,FALSE,"278,539"
Shine,ScottHicks,"GeoffreyRush, ArminMueller-Stahl, JustinBraine, SoniaTodd",7.7,"Biography,Drama,Music",105min,A,05/10/1931,TRUE,"179,727"
Yeopgijeogin geunyeo,Jae-youngKwak,"Tae-HyunCha, JunJi-hyun, In-munKim, SongWok-suk",8,"Comedy,Drama,Romance",137min,NA,16/05/1976,TRUE,"29,482"
Wait Until Dark,TerenceYoung,"AudreyHepburn, AlanArkin, RichardCrenna, EfremZimbalistJr.",7.7,Thriller,108min,A,13/06/2002,FALSE,"214,579"
The Invisible Man,JamesWhale,"ClaudeRains, GloriaStuart, WilliamHarrigan, HenryTravers",7.6,"Horror,Sci-Fi",71min,NA,16/07/1999,TRUE,"73,437"
La Strada,FedericoFellini,"AnthonyQuinn, GiuliettaMasina, RichardBasehart, AldoSilvani",8,Drama,108min,UA,25/04/2003,TRUE,"295,081"
Efter brylluppet,SusanneBier,"MadsMikkelsen, SidseBabettKnudsen, RolfLassgård, NeeralMulchandani",7.7,Drama,120min,R,10/08/1903,FALSE,"137,234"
Nostalgia,AndreiTarkovsky,"OlegYankovskiy, ErlandJosephson, DomizianaGiordano, PatriziaTerreno",8,Drama,125min,NA,21/02/1981,TRUE,"89,5"
The Lunchbox,RiteshBatra,"IrrfanKhan, NimratKaur, NawazuddinSiddiqui, LilleteDubey",7.8,"Drama,Romance",104min,U,04/08/1948,FALSE,"245,365"
Kokuhaku,TetsuyaNakashima,"TakakoMatsu, YoshinoKimura, MasakiOkada, YukitoNishii",7.7,"Drama,Thriller",106min,NA,02/12/1988,TRUE,"198,314"
In a Lonely Place,NicholasRay,"HumphreyBogart, GloriaGrahame, FrankLovejoy, CarlBentonReid",7.9,"Drama,Film-Noir,Mystery",94min,NA,25/02/1964,TRUE,"148,063"
Super 30,VikasBahl,"HrithikRoshan, MrunalThakur, NandishSinghSandhu, VirendraSaxena",7.9,"Biography,Drama",154min,U,18/01/1930,FALSE,"95,907"
Toki o kakeru shôjo,MamoruHosoda,"RiisaNaka, TakuyaIshida, MitsutakaItakura, AyamiKakiuchi",7.7,"Animation,Adventure,Comedy",98min,U,28/04/1991,FALSE,"103,536"
The Broken Circle Breakdown,FelixvanGroeningen,"VeerleBaetens, JohanHeldenbergh, NellCattrysse, GeertVanRampelberg",7.7,"Drama,Music,Romance",111min,NA,27/07/1964,TRUE,"64,657"
Il postino,"MichaelRadford,",", MassimoTroisi, PhilippeNoiret, MariaGraziaCucinotta, RenatoScarpa",7.7,"Biography,Comedy,Drama",108min,A,28/10/2005,TRUE,"74,164"
Peeping Tom,MichaelPowell,"KarlheinzBöhm, AnnaMassey, MoiraShearer, MaxineAudley",7.6,"Drama,Horror,Thriller",101min,NA,30/07/2019,TRUE,"130,465"
Brief Encounter,DavidLean,"CeliaJohnson, TrevorHoward, StanleyHolloway, JoyceCarey",8,"Drama,Romance",86min,U,08/11/1919,FALSE,"297,061"
Kis Uykusu,NuriBilgeCeylan,"HalukBilginer, MelisaSözen, DemetAkbag, AyberkPekcan",8,Drama,196min,NA,28/08/1930,FALSE,"68,967"
Sunrise: A Song of Two Humans,F.W.Murnau,"""GeorgeOBrien,"", JanetGaynor, MargaretLivingston, BodilRosing",8.1,"Drama,Romance",94min,NA,25/01/1919,TRUE,"76,636"
La battaglia di Algeri,GilloPontecorvo,"BrahimHadjadj, JeanMartin, YacefSaadi, SamiaKerbash",8.1,"Drama,War",121min,NA,10/10/1968,FALSE,"19,712"
Bringing Up Baby,HowardHawks,"KatharineHepburn, CaryGrant, CharlesRuggles, WalterCatlett",7.8,Comedy,102min,NA,31/01/1923,FALSE,"151,553"
Bronenosets Potemkin,SergeiEisenstein,"AleksandrAntonov, VladimirBarskiy, GrigoriyAleksandrov, IvanBobrov",8,"Drama,History,Thriller",75min,NA,03/07/1916,TRUE,"239,968"
Les yeux sans visage,GeorgesFranju,"PierreBrasseur, AlidaValli, JulietteMayniel, AlexandreRignault",7.6,"Drama,Horror",90min,A,12/02/1906,TRUE,"49,064"
"Crna macka, beli macor",EmirKusturica,"BajramSeverdzan, ""SrdjanZikaTodorovic,"", BrankaKatic, FlorijanAjdini",8,"Comedy,Crime,Romance",127min,R,14/12/2017,FALSE,"48,116"
Hiroshima mon amour,AlainResnais,"EmmanuelleRiva, EijiOkada, StellaDassas, PierreBarbaud",7.9,"Drama,Romance",90min,NA,16/05/1908,TRUE,"294,47"
Les choristes,ChristopheBarratier,"GérardJugnot, FrançoisBerléand, Jean-BaptisteMaunier, KadMerad",7.8,"Comedy,Drama,Music",97min,A,05/03/1940,FALSE,"64,716"
Bom yeoreum gaeul gyeoul geurigo bom,KimKi-duk,"KimKi-duk, OhYeong-su, Jong-hoKim, KimYoung-min",8,"Drama,Romance",103min,R,17/04/1962,TRUE,"4,074"
Down by Law,JimJarmusch,"TomWaits, JohnLurie, RobertoBenigni, NicolettaBraschi",7.7,"Comedy,Crime,Drama",107min,A,25/12/1985,FALSE,"114,295"
Kumonosu-jô,AkiraKurosawa,"ToshirôMifune, MinoruChiaki, IsuzuYamada, TakashiShimura",8.1,"Drama,History",110min,U,15/10/1966,TRUE,"232,714"
Sleuth,JosephL.Mankiewicz,"LaurenceOlivier, MichaelCaine, AlecCawthorne, JohnMatthews",8,"Mystery,Thriller",138min,S,25/11/1947,FALSE,"1,283"
Dip huet seung hung,JohnWoo,"ChowYun-Fat, DannyLee, SallyYeh, KongChu",7.8,"Action,Crime,Drama",111min,R,11/02/1919,TRUE,"47,192"
Le charme discret de la bourgeoisie,LuisBuñuel,"FernandoRey, DelphineSeyrig, PaulFrankeur, BulleOgier",7.8,Comedy,102min,NA,27/06/1964,FALSE,"292,594"
Gongdong gyeongbi guyeok JSA,ParkChan-wook,"LeeYeong-ae, LeeByung-hun, SongKang-ho, KimTae-Woo",7.8,"Action,Drama,Thriller",110min,NA,27/09/2011,FALSE,"100,085"
Darbareye Elly,"AsgharFarhadi,",", GolshiftehFarahani, ShahabHosseini, TaranehAlidoosti, ""MerilaZarei""",7.9,"Drama,Mystery",119min,NA,05/10/1990,FALSE,"43,577"
You Cant Take It with You,FrankCapra,"JeanArthur, JamesStewart, LionelBarrymore, EdwardArnold",7.8,"Comedy,Drama,Romance",126min,NA,17/05/1909,TRUE,"59,897"
The Purple Rose of Cairo,WoodyAllen,"MiaFarrow, JeffDaniels, DannyAiello, IrvingMetzman",7.7,"Comedy,Fantasy,Romance",82min,U,12/03/1976,TRUE,"138,181"
Viskningar och rop,IngmarBergman,"HarrietAndersson, LivUllmann, KariSylwan, IngridThulin",8,Drama,91min,A,21/07/2018,FALSE,"83,973"
The Gold Rush,CharlesChaplin,"CharlesChaplin, MackSwain, TomMurray, HenryBergman",8.2,"Adventure,Comedy,Drama",95min,NA,04/08/1996,TRUE,"280,488"
Les diaboliques,Henri-GeorgesClouzot,"SimoneSignoret, VéraClouzot, PaulMeurisse, CharlesVanel",8.1,"Crime,Drama,Horror",117min,NA,02/03/1980,FALSE,"204,529"
Vozvrashchenie,AndreyZvyagintsev,"VladimirGarin, IvanDobronravov, KonstantinLavronenko, NataliyaVdovina",7.9,Drama,110min,NA,31/03/1911,TRUE,"293,217"
Ace in the Hole,BillyWilder,"KirkDouglas, JanSterling, RobertArthur, PorterHall",8.1,"Drama,Film-Noir",111min,NA,14/01/1918,TRUE,"220,295"
Kagemusha,AkiraKurosawa,"TatsuyaNakadai, TsutomuYamazaki, ""KenichiHagiwara,"", JinpachiNezu",7.9,"Drama,History,War",180min,U,31/05/1916,FALSE,"97,559"
The Shop Around the Corner,ErnstLubitsch,"MargaretSullavan, JamesStewart, FrankMorgan, JosephSchildkraut",8.1,"Comedy,Drama,Romance",99min,NA,18/03/1902,TRUE,"180,316"
Babam ve Oglum,CaganIrmak,"ÇetinTekindor, FikretKuskan, Hümeyra, EgeTanman",8.2,"Drama,Family",112min,NA,21/06/1947,TRUE,"11,77"
Vivre sa vie: Film en douze tableaux,Jean-LucGodard,"AnnaKarina, SadyRebbot, AndréS.Labarthe, GuylaineSchlumberger",7.9,Drama,80min,NA,12/04/1964,FALSE,"27,279"
Jungfrukällan,IngmarBergman,"MaxvonSydow, BirgittaValberg, GunnelLindblom, BirgittaPettersson",8.1,Drama,89min,A,06/11/2019,TRUE,"143,866"
Inherit the Wind,StanleyKramer,"SpencerTracy, FredricMarch, GeneKelly, DickYork",8.1,"Biography,Drama,History",128min,S,17/10/1961,TRUE,"25,829"
Les triplettes de Belleville,SylvainChomet,"MichèleCaucheteux, Jean-ClaudeDonda, MichelRobin, MonicaViegas",7.7,"Animation,Comedy,Drama",80min,A,20/11/1988,FALSE,"239,25"
Jules et Jim,FrançoisTruffaut,"JeanneMoreau, OskarWerner, HenriSerre, VannaUrbino",7.7,"Drama,Romance",105min,S,22/10/1910,FALSE,"149,289"
Ivanovo detstvo,"AndreiTarkovsky,",", NikolayBurlyaev, ValentinZubkov, EvgeniyZharikov, StepanKrylov",8,"Drama,War",95min,A,06/05/1953,FALSE,"22,217"
Padman,R.Balki,"AkshayKumar, RadhikaApte, SonamKapoor, JyotiSubhash",7.9,"Biography,Comedy,Drama",140min,UA,24/02/1987,FALSE,"166,044"
Uri: The Surgical Strike,AdityaDhar,"VickyKaushal, PareshRawal, MohitRaina, YamiGautam",8.2,"Action,Drama,History",138min,UA,20/05/1916,TRUE,"226,448"
Chhichhore,NiteshTiwari,"SushantSinghRajput, ShraddhaKapoor, VarunSharma, PrateikBabbar",8.2,"Comedy,Drama,Romance",143min,UA,19/01/2019,TRUE,"255,829"
Dil Chahta Hai,FarhanAkhtar,"AamirKhan, SaifAliKhan, AkshayeKhanna, PreityZinta",8.1,"Comedy,Drama,Romance",183min,NA,18/08/1988,TRUE,"76,399"
Okuribito,YôjirôTakita,"MasahiroMotoki, RyôkoHirosue, TsutomuYamazaki, KazukoYoshiyuki",8,"Drama,Music",130min,A,23/03/1930,TRUE,"90,464"
G.O.R.A.,ÖmerFarukSorak,"CemYilmaz, ÖzgeÖzberk, OzanGüven, SafakSezer",8,"Adventure,Comedy,Sci-Fi",127min,S,16/04/1927,TRUE,"214,901"
Adams æbler,AndersThomasJensen,"UlrichThomsen, MadsMikkelsen, NicolasBro, PaprikaSteen",7.7,"Comedy,Crime,Drama",94min,R,06/11/1928,FALSE,"209,329"
Jab We Met,ImtiazAli,"ShahidKapoor, KareenaKapoor, TarunArora, DaraSinghRandhawa",7.9,"Comedy,Drama,Romance",138min,U,12/02/1908,TRUE,"134,975"
Celda 211,DanielMonzón,"LuisTosar, AlbertoAmmann, AntonioResines, ManuelMorón",7.6,"Action,Crime,Drama",113min,A,29/08/1984,TRUE,"52,458"
Lavventura,MichelangeloAntonioni,"GabrieleFerzetti, MonicaVitti, LeaMassari, DominiqueBlanchar",7.8,"Drama,Mystery,Romance",144min,U,14/10/1912,TRUE,"217,006"
Au revoir les enfants,LouisMalle,"GaspardManesse, RaphaelFejtö, FrancineRacette, StanislasCarrédeMalberg",8,"Drama,War",104min,U,25/12/1912,TRUE,"215,538"
Le passé,AsgharFarhadi,"BéréniceBejo, TaharRahim, AliMosaffa, PaulineBurlet",7.7,"Drama,Mystery",130min,A,20/12/2012,TRUE,"20,264"
